Date,supermarket-unleaded,supermarket-diesel,unleaded,diesel
2017-03-26,114.56,116.25,118.24,119.95
2017-03-27,114.38,116.23,117.77,120.04
2017-03-28,114.44,116.18,117.8,119.78
2017-03-29,114.41,116.18,117.61,119.64
2017-03-30,114.23,116.02,117.54,119.54
2017-04-02,114.33,116.09,117.41,119.36
2017-04-03,114.28,116.09,117.6,119.54
2017-04-04,114.29,116.13,117.62,119.54
2017-04-05,114.3,116.14,117.61,119.5
2017-04-06,114.39,116.22,117.78,119.61
2017-04-09,114.52,116.29,117.88,119.56
2017-04-10,114.54,116.38,117.92,119.73
2017-04-11,114.6,116.45,118.07,119.84
2017-04-12,114.72,116.53,118.25,119.98
2017-04-17,114.81,116.65,118.44,120.25
2017-04-18,115.28,117.12,118.68,120.46
2017-04-19,115.43,117.24,118.78,120.5
2017-04-20,115.57,117.34,118.9,120.62
2017-04-23,115.77,117.53,118.89,120.57
2017-04-24,115.71,117.52,118.91,120.64
2017-04-25,115.77,117.6,118.92,120.62
2017-04-26,115.83,117.6,118.69,120.5
2017-04-27,115.72,117.56,118.85,120.53
2017-05-01,115.66,117.45,118.55,120.25
2017-05-02,115.62,117.46,118.54,120.29
2017-05-03,115.33,117.21,118.27,120.06
2017-05-04,114.57,115.69,118.02,119.6
2017-05-07,113.57,114.29,117.12,118.45
2017-05-08,113.53,114.23,117,118.38
2017-05-09,113.27,114,116.69,118.02
2017-05-10,113.29,114,116.42,117.76
2017-05-11,113.25,113.95,116.38,117.64
2017-05-14,113.39,114.02,116.4,117.35
2017-05-15,113.26,113.96,116.29,117.45
2017-05-16,113.27,113.94,116.38,117.47
2017-05-17,113.32,113.94,116.32,117.38
2017-05-18,113.33,114.02,116.21,117.39
2017-05-21,113.48,114.16,115.56,116.65
2017-05-22,113.35,114.12,116.34,117.45
2017-05-23,113.34,114.13,116.44,117.5
2017-05-24,113.36,114.14,116.36,117.51
2017-05-25,113.41,114.14,116.61,117.62
2017-05-29,113.37,114.16,116.52,117.58
2017-05-30,113.37,114.14,116.62,117.72
2017-05-31,113.48,114.19,116.72,117.75
2017-06-01,113.41,114.17,116.69,117.77
2017-06-04,113.51,114.24,116.63,117.64
2017-06-05,113.51,114.23,116.7,117.71
2017-06-06,113.59,114.33,116.75,117.7
2017-06-07,113.55,114.33,116.49,117.56
2017-06-08,113.54,114.35,116.56,117.6
2017-06-11,113.61,114.35,116.51,117.33
2017-06-12,113.56,114.34,116.36,117.39
2017-06-13,113.57,114.37,116.41,117.35
2017-06-14,113.57,114.35,116.28,117.2
2017-06-15,113.51,114.32,116.18,117.05
2017-06-18,112.51,113,115.7,116.39
2017-06-19,112.41,112.96,115.47,116.45
2017-06-20,112.28,112.85,115.38,116.28
2017-06-21,112.26,112.84,115.11,116.11
2017-06-22,112.23,112.82,115.26,116.07
2017-06-25,112.16,112.74,115.16,115.76
2017-06-26,112.21,112.82,115.09,115.89
2017-06-27,112.21,112.79,114.93,115.81
2017-06-28,112.21,112.8,114.87,115.68
2017-06-29,111.73,112.32,114.71,115.57
2017-07-02,111.15,111.58,114.33,115.02
2017-07-03,111.14,111.63,114.47,115.27
2017-07-04,111.14,111.61,114.48,115.21
2017-07-05,111.18,111.62,114.36,115.16
2017-07-06,111.26,111.69,114.46,115.22
2017-07-09,111.58,112.06,114.58,115.22
2017-07-10,111.67,112.1,114.6,115.36
2017-07-11,111.72,112.18,114.64,115.41
2017-07-12,111.74,112.18,114.6,115.39
2017-07-13,111.69,112.13,114.67,115.42
2017-07-16,111.81,112.19,114.74,115.36
2017-07-17,111.78,112.23,114.66,115.43
2017-07-18,111.8,112.23,114.77,115.57
2017-07-19,111.82,112.23,114.72,115.49
2017-07-20,111.87,112.25,114.76,115.47
2017-07-23,111.95,112.32,114.96,115.58
2017-07-24,111.88,112.29,114.89,115.57
2017-07-25,111.92,112.34,114.93,115.69
2017-07-26,111.95,112.36,114.91,115.68
2017-07-27,111.94,112.37,115.01,115.76
2017-07-30,112.13,112.47,115.11,115.8
2017-07-31,112.05,112.46,115.17,116
2017-08-01,112.14,112.53,115.25,116.09
2017-08-02,112.42,112.82,115.36,116.21
2017-08-03,112.48,112.9,115.39,116.28
2017-08-06,112.63,113.1,115.77,116.54
2017-08-07,112.69,113.11,115.79,116.66
2017-08-08,113.17,113.62,116.08,116.99
2017-08-09,113.21,113.71,116.02,116.94
2017-08-10,113.35,113.88,116.29,117.13
2017-08-13,113.59,114.08,116.58,117.38
2017-08-14,113.52,114.09,116.52,117.45
2017-08-15,113.63,114.22,116.55,117.47
2017-08-16,113.8,114.38,116.55,117.6
2017-08-17,114.05,114.66,116.84,117.75
2017-08-20,114.2,114.83,116.85,117.74
2017-08-21,114.28,114.84,117.04,117.94
2017-08-22,114.35,114.95,117.01,117.95
2017-08-23,114.4,114.97,117.02,117.91
2017-08-24,114.41,115.02,117.07,118.02
2017-08-28,114.44,115.09,117.27,118.15
2017-08-29,114.42,115.05,117.3,118.17
2017-08-30,114.59,115.18,117.29,118.14
2017-08-31,114.63,115.17,117.51,118.37
2017-09-03,114.82,115.45,118.19,118.81
2017-09-04,115.01,115.58,118.36,118.97
2017-09-05,115.44,116.04,118.79,119.34
2017-09-06,115.57,116.14,118.83,119.4
2017-09-07,115.71,116.3,119.04,119.67
2017-09-10,115.93,116.49,119.29,119.85
2017-09-11,116.08,116.68,119.48,120.09
2017-09-12,116.55,117.23,119.62,120.27
2017-09-13,116.55,117.23,119.62,120.27
2017-09-14,116.61,117.32,119.77,120.45
2017-09-17,116.82,117.59,119.89,120.54
2017-09-18,116.86,117.6,119.82,120.53
2017-09-19,117.01,117.79,119.94,120.69
2017-09-20,117.07,117.83,119.83,120.63
2017-09-21,117.14,117.86,119.87,120.69
2017-09-24,115.99,116.99,119.38,120.33
2017-09-25,116.04,117,118.8,119.89
2017-09-26,115.91,116.85,119.26,120.33
2017-09-27,115.94,116.84,119.1,120.25
2017-09-28,115.9,116.82,119.19,120.31
2017-10-01,115.86,116.84,119.1,120.19
2017-10-02,115.84,116.82,118.84,120.21
2017-10-03,115.91,116.84,118.9,120.23
2017-10-04,115.95,116.97,118.83,120.23
2017-10-05,114.5,117.07,118.41,120.35
2017-10-08,114.38,117.11,118.15,120.3
2017-10-09,114.34,117.09,117.98,120.32
2017-10-10,114.41,117.15,117.97,120.26
2017-10-11,114.43,117.14,117.91,120.28
2017-10-12,114.52,117.17,117.98,120.3
2017-10-15,114.63,117.19,117.97,120.22
2017-10-16,114.65,117.18,118.02,120.3
2017-10-17,114.41,116.95,117.92,120.26
2017-10-18,114.44,117.04,117.65,120.22
2017-10-19,114.27,116.82,117.77,120.19
2017-10-22,114.28,116.78,117.89,120.2
2017-10-23,114.39,117.09,117.85,120.38
2017-10-24,114.48,117.16,117.9,120.4
2017-10-25,114.52,117.28,117.89,120.42
2017-10-26,114.58,117.36,118.06,120.44
2017-10-29,114.76,117.53,118.16,120.56
2017-10-30,114.74,117.53,118.1,120.69
2017-10-31,114.81,117.72,118.17,120.8
2017-11-01,114.91,117.78,118.43,120.96
2017-11-02,114.83,117.81,118.4,121.08
2017-11-05,115.32,118.19,118.86,121.27
2017-11-06,115.33,118.21,118.95,121.47
2017-11-07,115.48,118.42,119.13,121.67
2017-11-08,115.87,118.71,119.37,121.88
2017-11-09,116.13,118.95,119.59,122.06
2017-11-12,116.17,119.11,119.97,122.37
2017-11-13,116.5,119.31,120.19,122.59
2017-11-14,116.63,119.45,120.5,122.8
2017-11-15,116.79,119.54,120.43,122.85
2017-11-16,117.17,119.93,120.74,123.07
2017-11-19,117.4,120.27,120.83,123.17
2017-11-20,117.47,120.26,120.94,123.25
2017-11-21,117.6,120.31,120.92,123.33
2017-11-22,117.71,120.37,120.9,123.34
2017-11-23,117.9,120.6,120.97,123.48
2017-11-26,117.58,120.13,120.85,123.29
2017-11-27,117.55,120.11,120.73,123.35
2017-11-28,117.41,119.53,120.91,123.11
2017-11-29,117.29,119.61,120.75,123.18
2017-11-30,117.28,119.5,120.78,123.18
2017-12-03,117.26,119.69,120.66,123.06
2017-12-04,117.26,119.66,120.69,123.15
2017-12-05,117.67,120.05,120.75,123.23
2017-12-06,117.7,120.06,120.7,123.17
2017-12-07,117.66,120.07,120.73,123.19
2017-12-10,117.93,120.28,120.75,123.13
2017-12-11,117.89,120.23,120.76,123.21
2017-12-12,117.83,120.26,120.71,123.21
2017-12-13,117.82,120.24,120.65,123.16
2017-12-14,117.89,120.25,120.75,123.22
2017-12-17,117.72,120.24,120.59,123.11
2017-12-18,117.68,120.16,120.69,123.18
2017-12-19,117.52,120,120.56,123.13
2017-12-20,117.57,119.98,120.56,123.15
2017-12-21,117.52,119.95,120.58,123.13
2017-12-27,117.68,120.18,120.75,123.29
2017-12-28,117.71,120.22,120.73,123.37
2018-01-01,117.84,120.34,121.11,123.46
2018-01-02,117.75,120.28,120.9,123.48
2018-01-03,117.95,120.36,120.98,123.6
2018-01-04,117.98,120.38,120.99,123.68
2018-01-07,118.2,120.67,121.11,123.79
2018-01-08,118.21,120.7,121.19,123.9
2018-01-09,118.41,120.88,121.27,123.97
2018-01-10,118.53,121.01,121.27,124.03
2018-01-11,118.68,121.16,121.46,124.2
2018-01-14,118.92,121.47,121.65,124.42
2018-01-15,118.98,121.5,121.67,124.47
2018-01-16,119.13,121.69,121.79,124.6
2018-01-17,119.29,121.8,121.83,124.61
2018-01-18,119.32,121.95,121.93,124.74
2018-01-21,119.59,122.19,122.11,124.8
2018-01-22,119.57,122.19,122.06,124.86
2018-01-23,119.56,122.24,122.19,124.9
2018-01-24,119.63,122.23,122.11,124.87
2018-01-25,119.73,122.4,122.21,124.98
2018-01-28,119.73,122.43,122.29,124.93
2018-01-31,119.76,122.45,122.24,125.04
2018-02-01,119.82,122.49,122.34,125.08
2018-02-04,119.87,122.52,122.33,125.03
2018-02-05,119.57,122.27,122.29,125.01
2018-02-06,119.54,122.23,122.24,124.99
2018-02-07,119.49,122.13,122.16,124.91
2018-02-08,119.46,121.83,122.15,124.87
2018-02-11,118.81,121.26,121.84,124.47
2018-02-12,118.61,120.96,121.9,124.4
2018-02-13,118.46,120.84,121.53,124.21
2018-02-14,118.54,120.75,121.61,124.01
2018-02-15,118.22,120.68,121.47,123.93
2018-02-18,117.61,120.14,120.87,123.44
2018-02-19,117.65,120.14,120.73,123.38
2018-02-20,117.18,119.61,120.43,123.02
2018-02-21,117.14,119.61,120.44,123.04
2018-02-22,117,119.56,120.35,123
2018-02-25,116.93,119.56,120.13,122.75
2018-02-26,116.93,119.51,120.14,122.82
2018-02-27,116.93,119.51,120.08,122.81
2018-02-28,116.98,119.54,120.14,122.86
2018-03-01,116.95,119.52,120.05,122.83
2018-03-04,116.82,119.49,119.98,122.77
2018-03-05,116.81,119.48,119.94,122.81
2018-03-06,116.83,119.48,119.89,122.79
2018-03-07,116.81,119.48,119.82,122.69
2018-03-08,116.83,119.48,119.86,122.7
2018-03-11,116.79,119.46,119.69,122.49
2018-03-12,116.81,119.46,119.73,122.58
2018-03-13,116.8,119.46,119.71,122.56
2018-03-14,116.72,119.45,119.57,122.42
2018-03-15,116.8,119.45,119.66,122.5
2018-03-18,116.76,119.47,119.68,122.38
2018-03-19,116.75,119.45,119.59,122.49
2018-03-20,116.76,119.44,119.7,122.46
2018-03-21,116.77,119.43,119.64,122.43
2018-03-22,116.71,119.39,119.73,122.48
2018-03-25,116.66,119.35,119.79,122.47
2018-03-26,116.66,119.35,119.78,122.54
2018-03-27,116.75,119.37,119.84,122.71
2018-03-28,116.74,119.43,120.11,122.82
2018-04-02,116.97,119.66,120.46,123.08
2018-04-03,117.03,119.69,120.55,123.19
2018-04-04,117.26,119.97,120.59,123.27
2018-04-05,117.36,120.04,120.73,123.37
2018-04-08,117.4,120.14,120.76,123.35
2018-04-09,117.62,120.31,120.91,123.52
2018-04-10,117.8,120.49,120.91,123.57
2018-04-11,117.99,120.68,120.99,123.61
2018-04-12,118.05,120.81,121.13,123.78
2018-04-15,118.38,121.17,121.5,124.13
2018-04-16,118.39,121.23,121.38,124.24
2018-04-17,118.61,121.58,121.77,124.52
2018-04-18,118.74,121.66,121.8,124.58
2018-04-19,118.85,121.78,121.31,124.23
2018-04-22,119.19,122.16,122.16,124.93
2018-04-23,119.33,122.3,122.32,125.12
2018-04-24,119.4,122.38,122.42,125.25
2018-04-25,119.6,122.47,122.51,125.33
2018-04-26,119.74,122.57,122.67,125.53
2018-04-29,119.89,122.77,123,125.81
2018-04-30,120.17,123,123.2,126.02
2018-05-01,120.34,123.14,123.43,126.27
2018-05-02,120.53,123.36,123.64,126.47
2018-05-03,120.52,123.41,123.88,126.75
2018-05-07,120.97,123.81,124.22,127.08
2018-05-08,121.05,123.83,124.41,127.19
2018-05-09,121.46,124.28,124.68,127.48
2018-05-10,121.57,124.39,124.93,127.72
2018-05-13,121.67,124.64,125.37,128.16
2018-05-14,121.89,124.66,125.54,128.35
2018-05-15,122.59,125.41,126.04,128.79
2018-05-16,122.63,125.49,126.15,129
2018-05-17,123.01,125.87,126.62,129.41
2018-05-20,123.41,126.3,127.21,129.96
2018-05-21,123.52,126.39,127.33,130.18
2018-05-22,124.2,127.08,127.75,130.61
2018-05-23,124.32,127.3,127.99,130.84
2018-05-24,124.74,127.69,128.29,131.15
2018-05-28,125.11,128.16,128.72,131.68
2018-05-29,125.09,128.21,128.88,131.81
2018-05-30,125.55,128.67,129.14,132.06
2018-05-31,125.83,129.02,129.41,132.39
2018-06-03,125.98,129.13,129.37,132.31
2018-06-04,125.97,129.15,129.18,132.35
2018-06-05,126.16,129.31,129.47,132.47
2018-06-06,126.18,129.33,129.51,132.43
2018-06-07,126.23,129.41,129.51,132.48
2018-06-10,126.38,129.43,129.42,132.34
2018-06-11,126.32,129.44,129.37,132.42
2018-06-12,126.38,129.44,129.38,132.36
2018-06-13,126.13,129.26,129.22,132.24
2018-06-14,125.01,128.21,128.91,131.98
2018-06-17,124.78,128.06,128.67,131.66
2018-06-18,124.74,128.06,128.78,131.69
2018-06-19,124.78,128.03,128.22,131.46
2018-06-20,124.74,128.02,128.29,131.39
2018-06-21,124.81,128.1,128.3,131.42
2018-06-24,123.77,127.23,127.88,130.93
2018-06-25,123.77,127.23,127.83,131.05
2018-06-26,123.72,127.17,127.75,130.93
2018-06-27,123.66,127.17,127.59,130.82
2018-06-28,123.58,127.11,127.59,130.74
2018-07-01,123.7,127.27,127.72,130.82
2018-07-02,123.7,127.26,127.71,130.93
2018-07-03,123.92,127.58,127.86,131.08
2018-07-04,124.08,127.73,127.96,131.18
2018-07-05,124.07,127.8,128.02,131.22
2018-07-06,124.32,128.01,128.13,131.33
2018-07-09,124.37,128,128.2,131.45
2018-07-10,124.46,128.11,128.31,131.53
2018-07-11,124.46,128.13,128.38,131.54
2018-07-12,124.64,128.27,128.45,131.64
2018-07-15,124.82,128.41,128.53,131.59
2018-07-16,124.82,128.4,128.36,131.64
2018-07-17,124.95,128.52,128.57,131.72
2018-07-18,124.94,128.53,128.54,131.65
2018-07-19,124.98,128.53,128.52,131.69
22//07/2018,125.15,128.64,128.45,131.62
2018-07-23,125.06,128.65,128.54,131.68
2018-07-24,125.09,128.66,128.45,131.63
2018-07-25,125.12,128.65,128.45,131.58
2018-07-26,125.1,128.67,128.45,131.64
2018-07-29,125.12,128.69,128.65,131.66
2018-07-30,125.22,128.69,128.75,131.74
2018-07-31,125.34,128.88,128.8,131.85
2018-08-01,125.48,128.96,128.94,131.93
2018-08-02,125.58,129,129.11,132.05
2018-08-05,125.59,129.04,129.08,132.03
2018-08-06,125.6,129.02,129.23,132.14
2018-08-07,125.65,129.05,129.39,132.21
2018-08-08,125.65,129.03,129.28,132.15
2018-08-09,125.69,129.04,129.46,132.24
2018-08-12,125.84,129.11,129.57,132.26
2018-08-13,125.79,129.08,129.54,132.33
2018-08-16,126.28,129.54,129.78,132.55
2018-08-17,126.32,129.63,129.74,132.43
2018-08-20,126.36,129.61,129.86,132.61
2018-08-21,126.38,129.66,129.9,132.62
2018-08-22,126.69,129.85,130.05,132.72
2018-08-27,126.73,129.95,130.15,132.84
2018-08-28,126.79,130.03,130.2,132.93
2018-08-29,127.03,130.24,130.45,133.08
2018-08-30,127.15,130.35,130.59,133.25
2018-09-02,127.27,130.43,130.76,133.42
2018-09-03,127.15,130.32,130.75,133.48
2018-09-04,127.27,130.47,130.94,133.69
2018-09-05,127.42,130.6,131.03,133.77
2018-09-06,127.47,130.62,131.15,133.9
2018-09-09,127.78,130.96,131.22,133.99
2018-09-10,127.82,130.96,131.24,134.09
2018-09-11,127.8,131.04,131.25,134.16
2018-09-12,128,131.21,131.26,134.16
2018-09-13,128.1,131.33,131.33,134.29
2018-09-16,128.16,131.46,131.37,134.31
2018-09-17,128.17,131.44,131.33,134.36
2018-09-18,128.23,131.48,131.38,134.39
2018-09-19,128.26,131.51,131.3,134.34
2018-09-20,128.21,131.47,131.08,134.31
2018-09-23,128.22,131.51,131.18,134.32
2018-09-24,128.26,131.5,131.19,134.37
2018-09-25,128.12,131.51,130.91,134.3
2018-09-26,128.07,131.48,130.98,134.28
2018-09-27,127.29,131.35,130.82,134.37
2018-09-30,127.07,131.44,130.66,134.41
2018-10-01,126.88,131.32,130.62,134.5
2018-10-03,127.06,131.44,130.9,134.86
2018-10-04,127.11,131.6,130.91,135.11
2018-10-05,127.54,132.05,130.68,135.23
2018-10-08,127.85,132.23,131.41,135.74
2018-10-09,127.93,132.41,131.52,136.07
2018-10-10,127.93,132.52,131.23,136.11
2018-10-11,128.02,132.63,131.56,136.44
2018-10-14,128.15,132.76,131.56,136.49
2018-10-15,128.14,132.98,131.58,136.67
2018-10-16,128.21,133.07,131.52,136.71
2018-10-17,128.23,133.22,131.45,136.78
2018-10-18,128.3,133.21,131.47,136.71
2018-10-21,128.4,133.44,131.41,136.72
2018-10-22,128.36,133.45,131.07,136.6
2018-10-23,128.32,133.5,131.31,136.82
2018-10-24,128.28,133.49,131.1,136.7
2018-10-25,128.23,133.49,131.18,136.79
2018-10-28,127.93,133.64,131,136.75
2018-10-29,127.83,133.64,130.63,136.77
2018-10-30,127.89,133.71,130.97,136.94
2018-10-31,127.48,133.67,130.61,136.88
2018-11-01,127.42,133.66,130.61,136.93
2018-11-04,127.41,133.6,130.46,136.79
2018-11-05,127.41,133.61,130.41,136.88
2018-11-06,127,133.62,129.98,136.77
2018-11-07,125.94,133.61,129.78,136.79
2018-11-08,125.62,133.61,128.9,136.25
2018-11-11,125.42,133.61,129.09,136.61
2018-11-12,125.43,133.61,129.07,136.67
2018-11-13,125.36,133.65,128.84,136.63
2018-11-14,125.19,133.73,128.6,136.53
2018-11-15,124.8,133.45,128.47,136.45
2018-11-18,123.11,132.36,127.41,135.84
2018-11-19,123.52,132.41,127.52,135.91
2018-11-20,122.97,132.29,127,135.74
2018-11-21,122.95,132.27,126.8,135.62
2018-11-22,123.29,132.31,126.87,135.62
2018-11-25,122.03,131.14,125.86,134.84
2018-11-26,122,131.11,125.86,134.89
2018-11-27,122.31,131.01,125.63,134.65
2018-11-28,121.88,130.9,125.29,134.45
2018-11-29,122.27,130.96,125.43,134.42
2018-12-02,120.08,129.17,123.67,133.09
2018-12-03,120.05,129.14,124.05,133.37
2018-12-04,120.44,129.12,123.89,133.04
2018-12-05,119.92,128.99,123.45,132.79
2018-12-06,119.88,128.94,123.4,132.73
2018-12-07,118.23,127.4,122.49,131.73
2018-12-09,118.23,127.4,122.49,131.73
2018-12-10,118.26,127.37,122.15,131.79
2018-12-11,118.42,127.3,122.44,131.65
2018-12-12,117.91,127.14,121.65,131.3
2018-12-13,118.3,127.18,122.1,131.4
2018-12-16,117.91,127.12,121.55,130.93
2018-12-17,117.89,127.1,121.64,131.06
2018-12-18,117.91,127.1,121.28,130.92
2018-12-19,117.8,126.97,121.46,130.82
2018-12-20,117.85,127.1,121.31,130.78
2018-12-23,117.87,127.1,121.21,130.4
2018-12-26,117.46,127.15,121.95,130.95
2018-12-27,117.84,127.08,120.98,130.35
2018-12-30,117.75,127.1,120.8,130.03
2018-12-31,117.82,127.13,120.92,130.01
2019-01-02,117.78,127.07,120.72,129.97
2019-01-03,117.79,127.05,120.7,129.94
2019-01-06,117.73,127.06,120.47,129.75
2019-01-07,117.75,127.01,120.53,129.79
2019-01-08,117,125.71,120.17,129.29
2019-01-09,117.18,125.53,116.56,126.3
2019-01-10,117.09,125.46,116.31,125.54
2019-01-13,116.75,125.23,119.84,128.78
2019-01-14,116.48,125.2,119.99,128.89
2019-01-15,116.47,125.17,119.99,128.83
2019-01-16,116.74,125.24,119.77,128.81
2019-01-17,116.5,125.22,119.98,128.83
2019-01-20,116.59,125.24,119.86,128.76
2019-01-21,116.67,125.4,119.94,128.84
2019-01-22,116.75,125.38,119.75,128.75
2019-01-23,116.63,125.25,119.68,128.75
2019-01-24,116.81,125.42,119.76,128.82
2019-01-27,116.6,125.47,119.84,128.81
2019-01-28,116.66,125.44,119.82,128.81
2019-01-29,116.78,125.43,119.65,128.73
2019-01-30,116.76,125.44,119.65,128.73
2019-01-31,116.66,125.43,119.6,128.74
2019-02-03,116.7,125.62,119.54,128.64
2019-02-04,116.61,125.46,119.53,128.71
2019-02-05,116.55,125.45,119.48,128.74
2019-02-06,116.48,125.47,119.12,128.58
2019-02-07,116.46,125.44,119.42,128.7
2019-02-10,116.35,125.38,119.27,128.53
2019-02-11,116.34,125.37,119.34,128.7
2019-02-12,116.32,125.34,119.34,128.67
2019-02-13,116.28,125.34,119.29,128.64
2019-02-14,116.26,125.33,119.35,128.68
2019-02-17,116.26,125.32,119.38,128.67
2019-02-18,116.28,125.33,119.49,128.85
2019-02-19,116.28,125.31,119.67,129.04
2019-02-20,116.34,125.36,119.7,129.1
2019-02-21,116.28,125.35,119.74,129.2
2019-02-24,116.4,125.48,120.08,129.45
2019-02-25,116.62,125.71,120.18,129.6
2019-02-26,116.68,125.84,120.25,129.72
2019-02-27,116.89,126.07,120.34,129.79
2019-02-28,117,126.1,120.42,129.88
2019-03-03,116.89,126.21,120.57,129.97
2019-03-04,116.96,126.24,120.59,129.98
2019-03-05,117.25,126.33,120.48,129.97
2019-03-06,117.08,126.34,120.63,129.97
2019-03-07,117.3,126.45,120.29,129.92
2019-03-10,117.31,126.49,120.57,129.95
2019-03-11,117.38,126.49,120.59,130.04
2019-03-12,117.52,126.69,120.76,130.19
2019-03-13,117.51,126.67,120.75,130.15
2019-03-14,117.59,126.74,120.9,130.24
2019-03-17,117.61,126.78,120.98,130.2
2019-03-18,117.63,126.77,121.03,130.33
2019-03-19,117.63,126.77,120.97,130.3
2019-03-20,117.73,126.82,121,130.27
2019-03-21,117.82,126.85,120.81,130.28
2019-03-24,118,126.99,121.59,130.42
2019-03-25,118.13,127.11,121.6,130.48
2019-03-26,118.26,127.16,121.85,130.53
2019-03-27,118.34,127.35,122.6,130.65
2019-03-28,118.43,127.38,122.22,130.64
2019-03-31,118.59,127.48,122.58,130.67
2019-04-01,127.85,118.82,127.43,118.62
2019-04-02,118.8,127.61,122.96,130.82
2019-04-03,118.89,127.69,123.31,130.86
2019-04-04,119.18,127.85,123.32,130.96
2019-04-07,119.35,128.13,123.52,131.11
2019-04-08,119.54,128.29,123.86,131.24
2019-04-09,119.77,128.39,124.04,131.35
2019-04-10,120.05,128.53,124.35,131.45
2019-04-11,120.3,128.71,124.67,131.58
2019-04-14,120.59,128.9,124.71,131.23
2019-04-15,120.88,129.18,125.41,131.97
2019-04-16,121.34,129.69,125.84,132.3
2019-04-17,121.6,129.88,126.06,132.43
2019-04-22,122.21,130.36,126.5,132.85
2019-04-23,122.42,130.5,126.68,132.9
2019-04-24,122.61,130.6,126.83,133.06
2019-04-25,122.77,130.75,126.71,133.06
2019-04-28,123.52,131.16,127.44,133.37
2019-04-29,123.56,131.16,127.62,133.39
2019-04-30,124.2,131.57,128.06,133.7
2019-05-01,124.37,131.72,128.23,133.8
2019-05-02,124.67,131.85,128.53,133.98
2019-05-06,124.69,131.82,128.5,134.1
2019-05-07,124.68,131.82,128.58,134.09
2019-05-08,124.92,131.87,128.38,133.99
2019-05-09,124.96,131.88,128.68,134.16
2019-05-12,125.23,132.07,128.76,134.3
2019-05-13,125.23,132.06,128.84,134.25
2019-05-14,125.44,132.24,128.23,133.74
2019-05-15,125.54,132.25,128.91,134.3
2019-05-16,125.71,132.4,128.35,133.84
2019-05-19,125.83,132.5,129.47,134.93
2019-05-20,125.87,132.48,129.75,134.99
2019-05-21,125.95,132.55,129.98,135.16
2019-05-22,126.09,132.58,130.34,135.26
2019-05-23,126.1,132.68,130.38,135.39
2019-05-27,126.08,132.61,130.3,135.36
2019-05-28,126.37,132.88,130.43,135.47
2019-05-29,126.51,132.96,130.52,135.46
2019-05-30,126.58,133,130.57,135.54
2019-06-02,126.76,133,130.6,135.51
2019-06-03,126.75,133,130.67,135.51
2019-06-04,126.81,133.01,130.62,135.46
2019-06-05,126.79,132.99,130.52,135.38
2019-06-06,125.97,131.46,130.26,134.99
2019-06-09,125.47,130.85,129.66,134.33
2019-06-10,125.5,130.82,129.71,134.34
2019-06-11,125.5,130.76,129.52,134.15
2019-06-12,125.46,130.75,129.33,133.94
2019-06-13,125.38,130.63,129.22,133.83